Player,Bat1,Bat2,Runs,BF,SR,4s,6s,,Ground,Start Date,temp,humidity,windspeed,conditions,format,opposition
T Bavuma,18,0,18,28,64.28,3,0,,Visakhapatnam,2-Oct-19,82.4,85.5,14.1,"Rain, Partially cloudy",Test,India
T Bavuma,8,38,46,78,58.97,5,1,,Pune,10-Oct-19,75.3,86.1,8.9,"Rain, Partially cloudy",Test,India
T Bavuma,32,0,32,75,42.66,5,0,,Ranchi,19-Oct-19,73.9,88.6,5.8,"Rain, Partially cloudy",Test,India
T Bavuma,6,27,33,57,57.89,6,0,,Johannesburg,24-Jan-20,65,78.6,15.6,"Rain, Partially cloudy",Test,England
T Bavuma,98,-,98,103,95.14,5,2,,Cape Town,4-Feb-20,72,80,18.3,"Rain, Partially cloudy",ODI,England
T Bavuma,21,-,21,17,123.52,1,1,,Durban,7-Feb-20,73.1,89.7,15,"Rain, Partially cloudy",ODI,England
T Bavuma,29,-,29,43,67.44,3,0,,Johannesburg,9-Feb-20,68.2,75.2,10.4,"Rain, Partially cloudy",ODI,England
T Bavuma,43,-,43,27,159.25,5,0,,East London,12-Feb-20,73.8,77.7,27.5,Partially cloudy,T20I,England
T Bavuma,31,-,31,29,106.89,2,0,,Durban,14-Feb-20,78,81.8,13.9,Partially cloudy,T20I,England
T Bavuma,49,-,49,24,204.16,4,3,,Centurion,16-Feb-20,81.7,75.1,10.1,Partially cloudy,T20I,England
T Bavuma,26,-,26,30,86.66,3,0,,Paarl,29-Feb-20,73.5,44.2,20.1,Clear,ODI,Australia
T Bavuma,5,-,5,5,100,1,0,,Cape Town,27-Nov-20,68.7,48.4,19.9,Partially cloudy,T20I,England
T Bavuma,13,-,13,10,130,2,0,,Paarl,29-Nov-20,66.6,60.2,23,Clear,T20I,England
T Bavuma,32,-,32,26,123.07,1,2,,Cape Town,1-Dec-20,63.1,62,20.8,"Rain, Partially cloudy",T20I,England
T Bavuma,71,-,71,125,56.8,7,0,,Centurion,26-Dec-20,74.6,71.9,23,Partially cloudy,Test,Sri Lanka
T Bavuma,19,DNB,19,30,63.33,3,0,,Johannesburg,3-Jan-21,67,65,12.8,Partially cloudy,Test,Sri Lanka
T Bavuma,17,40,57,160,35.62,3,0,,Karachi,26-Jan-21,62.8,48.3,9.2,Clear,Test,Pakistan
T Bavuma,44*,61,105,263,39.92,11,0,,Rawalpindi,4-Feb-21,50.6,67.4,8.9,"Rain, Partially cloudy",Test,Pakistan
T Bavuma,1,-,1,4,25,0,0,,Centurion,2-Apr-21,65.7,80.1,9.2,Partially cloudy,ODI,Pakistan
T Bavuma,92,-,92,102,90.19,9,0,,Johannesburg,4-Apr-21,64.1,73,11.2,Partially cloudy,ODI,Pakistan
T Bavuma,20,-,20,23,86.95,2,0,,Centurion,7-Apr-21,71.5,80.1,9.4,Partially cloudy,ODI,Pakistan
T Bavuma,22,-,22,20,110,3,0,,St George's,26-Jun-21,64.5,92.7,6,"Rain, Partially cloudy",T20I,West Indies
T Bavuma,46,-,46,33,139.39,5,1,,St George's,27-Jun-21,75.4,79.1,7.8,"Rain, Partially cloudy",T20I,West Indies
T Bavuma,1,-,1,4,25,0,0,,St George's,29-Jun-21,74.2,76.8,6.2,"Rain, Partially cloudy",T20I,West Indies
T Bavuma,7,-,7,10,70,1,0,,St George's,1-Jul-21,62.8,84.1,6,"Rain, Partially cloudy",T20I,West Indies
T Bavuma,0,-,0,3,0,0,0,,St George's,3-Jul-21,55.8,77.8,8.2,Clear,T20I,West Indies
T Bavuma,TDNB,-,-,-,-,-,-,,Dublin (Malahide),11-Jul-21,58,90.8,13.4,"Rain, Partially cloudy",ODI,Ireland
T Bavuma,10,-,10,20,50,0,0,,Dublin (Malahide),13-Jul-21,60.3,85.7,13.3,"Rain, Partially cloudy",ODI,Ireland
T Bavuma,3*,-,3,3,100,0,0,,Dublin (Malahide),16-Jul-21,67,70.6,8.7,Partially cloudy,ODI,Ireland
T Bavuma,13,-,13,13,100,2,0,,Dublin (Malahide),19-Jul-21,65.5,82,11.3,Partially cloudy,T20I,Ireland
T Bavuma,0,-,0,2,0,0,0,,Belfast,22-Jul-21,70.8,72.6,12.7,Clear,T20I,Ireland
T Bavuma,72,-,72,51,141.17,6,2,,Belfast,24-Jul-21,66.5,71.2,14.5,Partially cloudy,T20I,Ireland
T Bavuma,38*,-,38,53,71.69,1,0,,Colombo (RPS),2-Sep-21,68.1,63.5,12.5,Partially cloudy,ODI,Sri Lanka
T Bavuma,12,-,12,7,171.42,2,0,,Abu Dhabi,23-Oct-21,86.5,65.6,11.8,Clear,T20I,Australia
T Bavuma,2,-,2,3,66.66,0,0,,Dubai (DSC),26-Oct-21,N/A,N/A,N/A,N/A,T20I,West Indies
T Bavuma,46,-,46,46,100,1,1,,Sharjah,30-Oct-21,83.2,38.4,11.6,Clear,T20I,Sri Lanka
T Bavuma,31*,-,31,28,110.71,3,1,,Abu Dhabi,2-Nov-21,84.9,75.8,11.7,Clear,T20I,Bangladesh
T Bavuma,DNB,-,-,-,-,-,-,,Sharjah,6-Nov-21,82.1,59.4,12,Clear,T20I,England
T Bavuma,52,35*,87,183,47.54,14,0,,Centurion,26-Dec-21,75.9,66.3,8.1,Clear,Test,India
T Bavuma,51,23*,74,105,70.47,9,1,,Johannesburg,3-Jan-22,69,66.4,16,"Rain, Partially cloudy",Test,India
T Bavuma,28,32*,60,110,54.54,9,0,,Cape Town,11-Jan-22,69.5,74.3,20.8,Partially cloudy,Test,India
T Bavuma,110,-,110,143,76.92,8,0,,Paarl,19-Jan-22,68.8,61.1,20.8,Partially cloudy,ODI,India
T Bavuma,35,-,35,36,97.22,3,0,,Paarl,21-Jan-22,74.6,59.7,16.1,Clear,ODI,India
T Bavuma,8,-,8,12,66.66,1,0,,Cape Town,23-Jan-22,80.3,65,18.8,Partially cloudy,ODI,India
T Bavuma,7,41,48,104,46.15,6,0,,Christchurch,17-Feb-22,60.2,80.6,20.7,Partially cloudy,Test,New Zealand
T Bavuma,29,23,52,132,39.39,7,0,,Christchurch,25-Feb-22,58.7,73.3,19.6,Partially cloudy,Test,New Zealand
T Bavuma,31,-,31,55,56.36,2,0,,Centurion,18-Mar-22,70.3,87.2,14.3,"Rain, Overcast",ODI,Bangladesh
T Bavuma,37,-,37,52,71.15,3,1,,Johannesburg,20-Mar-22,66.3,56.4,8.2,"Rain, Partially cloudy",ODI,Bangladesh
T Bavuma,2,-,2,11,18.18,0,0,,Centurion,23-Mar-22,73.2,88,6.9,"Rain, Partially cloudy",ODI,Bangladesh
T Bavuma,93,4,97,212,45.75,12,0,,Durban,31-Mar-22,76.6,80.5,17.2,Partially cloudy,Test,Bangladesh
T Bavuma,67,30,97,218,44.49,9,0,,Gqeberha,8-Apr-22,59.4,81.3,13.9,"Rain, Partially cloudy",Test,Bangladesh
T Bavuma,10,-,10,8,125,2,0,,Delhi,9-Jun-22,99.5,24.6,10.1,Clear,T20I,India
T Bavuma,35,-,35,30,116.66,4,1,,Cuttack,12-Jun-22,87.3,81.3,15,Partially cloudy,T20I,India
T Bavuma,8,-,8,10,80,0,0,,Visakhapatnam,14-Jun-22,88.4,71.6,11.4,Partially cloudy,T20I,India
T Bavuma,8*,-,8,11,72.72,1,0,,Rajkot,17-Jun-22,88.5,64.8,17,"Rain, Partially cloudy",T20I,India
T Bavuma,0,-,0,4,0,0,0,,Thiruvananthapuram,28-Sep-22,82.8,75,11.4,Partially cloudy,T20I,India
T Bavuma,0,-,0,7,0,0,0,,Guwahati,2-Oct-22,84.5,87.8,4.6,"Rain, Partially cloudy",T20I,India
T Bavuma,3,-,3,8,37.5,0,0,,Indore,4-Oct-22,79.6,63,10.3,Partially cloudy,T20I,India
T Bavuma,8,-,8,12,66.66,2,0,,Lucknow,6-Oct-22,75.1,94.7,9.2,"Rain, Overcast",ODI,India
T Bavuma,2*,-,2,2,100,0,0,,Hobart,24-Oct-22,52,72.3,15,Overcast,T20I,Zimbabwe
T Bavuma,2,-,2,6,33.33,0,0,,Sydney,27-Oct-22,70.6,57.3,13.7,"Rain, Partially cloudy",T20I,Bangladesh
T Bavuma,10,-,10,15,66.66,0,1,,Perth,30-Oct-22,55.6,61.3,16.6,"Rain, Partially cloudy",T20I,India
T Bavuma,36,-,36,19,189.47,4,1,,Sydney,3-Nov-22,60.1,55.9,18.3,"Rain, Partially cloudy",T20I,Pakistan
T Bavuma,20,-,20,20,100,2,0,,Adelaide,6-Nov-22,67.6,45.1,9.7,Partially cloudy,T20I,Netherlands
T Bavuma,38,29,67,131,51.14,6,0,,Brisbane,17-Dec-22,71.5,62.5,9.7,"Rain, Partially cloudy",Test,Australia
T Bavuma,1,65,66,152,43.42,6,0,,Melbourne,26-Dec-22,70.2,74.1,10.4,Partially cloudy,Test,Australia
T Bavuma,35,17*,52,116,44.82,2,2,,Sydney,4-Jan-23,71.1,87.4,18,"Rain, Partially cloudy",Test,Australia
T Bavuma,36,-,36,28,128.57,4,1,,Bloemfontein,27-Jan-23,70.8,63.1,11.6,Partially cloudy,ODI,England
T Bavuma,109,-,109,102,106.86,14,1,,Bloemfontein,29-Jan-23,73.4,53.7,16,Clear,ODI,England
T Bavuma,35,-,35,27,129.62,5,1,,Kimberley,1-Feb-23,75.8,58.5,18.1,"Rain, Partially cloudy",ODI,England
T Bavuma,0,0,0,3,0,0,0,,Centurion,28-Feb-23,76.3,77.1,7.7,Partially cloudy,Test,West Indies
T Bavuma,28,172,200,344,58.13,23,0,,Johannesburg,8-Mar-23,69.9,72.6,8.9,"Rain, Partially cloudy",Test,West Indies
T Bavuma,144,-,144,118,122.03,11,7,,East London,18-Mar-23,70.8,78.4,17.2,"Rain, Partially cloudy",ODI,West Indies
T Bavuma,90*,-,90,79,113.92,8,1,,Benoni,31-Mar-23,57.6,78.2,15.4,"Rain, Partially cloudy",ODI,Netherlands
T Bavuma,6,-,6,12,50,1,0,,Johannesburg,2-Apr-23,65.8,68.8,10.5,Partially cloudy,ODI,Netherlands
T Bavuma,0,-,0,2,0,0,0,,Durban,30-Aug-23,63,78.9,18.3,Clear,T20I,Australia
T Bavuma,35,-,35,17,205.88,6,1,,Durban,1-Sep-23,63.9,78.7,18.5,Partially cloudy,T20I,Australia
T Bavuma,0,-,0,1,0,0,0,,Durban,3-Sep-23,66,78.7,9.7,Partially cloudy,T20I,Australia
T Bavuma,114*,-,114,142,80.28,14,1,,Bloemfontein,7-Sep-23,52.3,33.1,2.5,Clear,ODI,Australia
T Bavuma,46,-,46,40,115,4,3,,Bloemfontein,9-Sep-23,64.2,28.7,8.7,Clear,ODI,Australia
T Bavuma,57,-,57,62,91.93,6,0,,Potchefstroom,12-Sep-23,50.4,52.3,15.4,Clear,ODI,Australia
T Bavuma,0,-,0,2,0,0,0,,Johannesburg,17-Sep-23,63.8,22.6,10,Clear,ODI,Australia
T Bavuma,8,-,8,5,160,2,0,,Delhi,7-Oct-23,84.1,58,9.2,Clear,ODI,Sri Lanka
T Bavuma,35,-,35,55,63.63,2,0,,Lucknow,12-Oct-23,81.3,58.3,9.2,Clear,ODI,Australia
T Bavuma,16,-,16,31,51.61,2,1,,Dharamsala,17-Oct-23,78.1,83.4,9.2,Rain,ODI,Netherlands
T Bavuma,28,-,28,27,103.7,4,1,,Chennai,27-Oct-23,83,83,11.4,"Rain, Partially cloudy",ODI,Pakistan
T Bavuma,24,-,24,28,85.71,4,1,,Pune,1-Nov-23,73.8,48.8,6.5,Partially cloudy,ODI,New Zealand
T Bavuma,11,-,11,19,57.89,1,0,,Eden Gardens,5-Nov-23,83.5,81.7,9.2,"Rain, Partially cloudy",ODI,India
M Labuschagne,0,13,13,26,50,0,1,,Dubai (DSC),7-Oct-18,N/A,N/A,N/A,N/A,Test,Pakistan
M Labuschagne,25,43,68,127,53.54,6,0,,Abu Dhabi,16-Oct-18,86.2,65.1,12.9,Clear,Test,Pakistan
M Labuschagne,38,DNB,38,95,40,7,0,,Sydney,3-Jan-19,75.4,72.9,20,Partially cloudy,Test,India
M Labuschagne,81,-,81,150,54,3,0,,Brisbane,24-Jan-19,81.4,62.6,16.1,Partially cloudy,Test,Sri Lanka
M Labuschagne,6,4,10,34,29.41,1,0,,Canberra,1-Feb-19,62.4,66.3,15.3,Partially cloudy,Test,Sri Lanka
M Labuschagne,sub,59,59,100,59,8,0,,Lord's,14-Aug-19,43.7,81.2,8,Partially cloudy,Test,England
M Labuschagne,74,80,154,316,48.73,18,0,,Leeds,22-Aug-19,60,87.5,20.2,"Rain, Partially cloudy",Test,England
M Labuschagne,67,11,78,153,50.98,12,0,,Manchester,4-Sep-19,57.3,85.3,23,"Rain, Partially cloudy",Test,England
M Labuschagne,48,14,62,123,50.4,11,0,,The Oval,12-Sep-19,64.1,80.4,13.3,Clear,Test,England
M Labuschagne,185,-,185,279,66.3,20,0,,Brisbane,21-Nov-19,75.6,68.6,17.3,Partially cloudy,Test,Pakistan
M Labuschagne,162,-,162,238,68.06,22,0,,Adelaide,29-Nov-19,57.1,74.8,12.8,"Rain, Partially cloudy",Test,Pakistan
M Labuschagne,143,50,193,321,60.12,21,1,,Perth,12-Dec-19,84.3,31.2,24.2,Clear,Test,New Zealand
M Labuschagne,63,19,82,182,45.05,6,1,,Melbourne,26-Dec-19,64.3,72.6,11.6,Partially cloudy,Test,New Zealand
M Labuschagne,215,59,274,437,62.7,22,1,,Sydney,3-Jan-20,76.5,70.1,21.3,Partially cloudy,Test,New Zealand
M Labuschagne,DNB,-,-,-,-,-,-,,Wankhede,14-Jan-20,N/A,N/A,N/A,N/A,ODI,India
M Labuschagne,46,-,46,47,97.87,4,0,,Rajkot,17-Jan-20,57.8,58.6,11.4,Clear,ODI,India
M Labuschagne,54,-,54,64,84.37,5,0,,Bengaluru,19-Jan-20,74.3,72.7,12.8,Partially cloudy,ODI,India
M Labuschagne,41,-,41,51,80.39,2,0,,Paarl,29-Feb-20,73.5,44.2,20.1,Clear,ODI,South Africa
M Labuschagne,0,-,0,1,0,0,0,,Bloemfontein,4-Mar-20,68.8,68,6.9,Clear,ODI,South Africa
M Labuschagne,108,-,108,108,100,8,0,,Potchefstroom,7-Mar-20,69.1,51.1,9.6,Clear,ODI,South Africa
M Labuschagne,56,-,56,52,107.69,2,0,,Sydney,13-Mar-20,69.5,65.2,18.1,Clear,ODI,New Zealand
M Labuschagne,21,-,21,30,70,1,0,,Manchester,11-Sep-20,56.3,78.3,16.9,Partially cloudy,ODI,England
M Labuschagne,48,-,48,59,81.35,3,0,,Manchester,13-Sep-20,62.7,77.7,15.6,Partially cloudy,ODI,England
M Labuschagne,20,-,20,31,64.51,1,0,,Manchester,16-Sep-20,58.4,88.7,12.4,"Rain, Partially cloudy",ODI,England
M Labuschagne,2,-,2,2,100,0,0,,Sydney,27-Nov-20,71.1,73.7,7.4,Partially cloudy,ODI,India
M Labuschagne,70,-,70,61,114.75,5,0,,Sydney,29-Nov-20,85.6,43.5,4.4,Partially cloudy,ODI,India
M Labuschagne,7,-,7,13,53.84,1,0,,Canberra,2-Dec-20,65.6,53.3,19.7,Partially cloudy,ODI,India
M Labuschagne,47,6,53,129,41.08,7,0,,Adelaide,17-Dec-20,60.6,66.2,17.7,Partially cloudy,Test,India
M Labuschagne,48,28,76,181,41.98,5,0,,Melbourne,26-Dec-20,66,63.1,8.5,Clear,Test,India
M Labuschagne,91,73,164,314,52.22,20,0,,Sydney,7-Jan-21,67.8,74.8,2.4,"Rain, Partially cloudy",Test,India
M Labuschagne,108,25,133,226,58.84,14,0,,Brisbane,15-Jan-21,78.4,69.9,19.4,Partially cloudy,Test,India
M Labuschagne,74,0*,74,117,63.24,6,2,,Brisbane,8-Dec-21,74.3,79.9,10.1,"Rain, Partially cloudy",Test,England
M Labuschagne,103,51,154,401,38.4,14,0,,Adelaide,16-Dec-21,68.4,48.2,16.5,Clear,Test,England
M Labuschagne,1,-,1,14,7.14,0,0,,Melbourne,26-Dec-21,60.7,60,13.1,"Rain, Partially cloudy",Test,England
M Labuschagne,28,29,57,101,56.43,5,0,,Sydney,5-Jan-22,73.8,88.7,2.4,"Rain, Partially cloudy",Test,England
M Labuschagne,44,5,49,64,76.56,9,0,,Hobart,14-Jan-22,65.7,72.2,17.2,Overcast,Test,England
M Labuschagne,90,-,90,158,56.96,12,0,,Rawalpindi,4-Mar-22,59.3,59.5,16.9,Rain,Test,Pakistan
M Labuschagne,0,44,44,58,75.86,5,1,,Karachi,12-Mar-22,83.6,38.3,17.2,Clear,Test,Pakistan
M Labuschagne,0,36,36,60,60,6,0,,Lahore,21-Mar-22,83.3,55.7,14.5,Clear,Test,Pakistan
M Labuschagne,25,-,25,35,71.42,1,0,,Lahore,29-Mar-22,84.2,47.8,8.1,Clear,ODI,Pakistan
M Labuschagne,59,-,59,49,120.4,5,0,,Lahore,31-Mar-22,84.7,41.5,16.7,Clear,ODI,Pakistan
M Labuschagne,4,-,4,10,40,1,0,,Lahore,2-Apr-22,84.1,35.7,14.5,Clear,ODI,Pakistan
M Labuschagne,2,-,2,4,50,0,0,,Lahore,5-Apr-22,85.5,37.4,14.5,Clear,T20I,Pakistan
M Labuschagne,24,-,24,31,77.41,1,0,,Pallekele,14-Jun-22,83.2,81.2,10.4,Partially cloudy,ODI,Sri Lanka
M Labuschagne,18,-,18,30,60,0,0,,Pallekele,16-Jun-22,81.2,86,12.8,"Rain, Partially cloudy",ODI,Sri Lanka
M Labuschagne,29,-,29,36,80.55,1,0,,Colombo (RPS),19-Jun-22,47.8,71.8,8.2,Clear,ODI,Sri Lanka
M Labuschagne,14,-,14,21,66.66,0,0,,Colombo (RPS),21-Jun-22,55.7,90.6,17,"Rain, Partially cloudy",ODI,Sri Lanka
M Labuschagne,31,-,31,58,53.44,2,0,,Colombo (RPS),24-Jun-22,55.8,97.5,7,"Rain, Overcast",ODI,Sri Lanka
M Labuschagne,13,DNB,13,19,68.42,2,0,,Galle,29-Jun-22,66.6,73.2,14.3,"Rain, Overcast",Test,Sri Lanka
M Labuschagne,104,32,136,215,63.25,15,0,,Galle,8-Jul-22,62,67.3,11.1,"Rain, Partially cloudy",Test,Sri Lanka
M Labuschagne,0,-,0,7,0,0,0,,Cairns,6-Sep-22,73.5,72.6,13.5,Partially cloudy,ODI,New Zealand
M Labuschagne,5,-,5,12,41.66,0,0,,Cairns,8-Sep-22,75.1,72.7,10.3,Partially cloudy,ODI,New Zealand
M Labuschagne,52,-,52,78,66.66,2,0,,Cairns,11-Sep-22,77.5,73.2,11.9,Partially cloudy,ODI,New Zealand
M Labuschagne,4,-,4,6,66.66,0,0,,Adelaide,17-Nov-22,57.9,62.1,12.1,Clear,ODI,England
M Labuschagne,58,-,58,55,105.45,4,1,,Sydney,19-Nov-22,65.3,74.8,16.6,Partially cloudy,ODI,England
M Labuschagne,8*,-,8,4,200,1,0,,Melbourne,22-Nov-22,55.9,69.9,11.1,"Rain, Partially cloudy",ODI,England
M Labuschagne,204,104*,308,460,66.95,33,3,,Perth,30-Nov-22,77.5,48.8,14.7,Partially cloudy,Test,West Indies
M Labuschagne,163,31,194,328,59.14,17,0,,Adelaide,8-Dec-22,56.1,59.6,15.9,Partially cloudy,Test,West Indies
M Labuschagne,11,5*,16,40,40,3,0,,Brisbane,17-Dec-22,71.5,62.5,9.7,"Rain, Partially cloudy",Test,South Africa
M Labuschagne,14,-,14,35,40,1,0,,Melbourne,26-Dec-22,70.2,74.1,10.4,Partially cloudy,Test,South Africa
M Labuschagne,79,-,79,151,52.31,13,0,,Sydney,4-Jan-23,71.1,87.4,18,"Rain, Partially cloudy",Test,South Africa
M Labuschagne,49,17,66,151,43.7,11,0,,Nagpur,9-Feb-23,71.6,46.1,4.7,Clear,Test,India
M Labuschagne,18,35,53,75,70.66,9,0,,Delhi,17-Feb-23,70,72.5,6.3,Partially cloudy,Test,India
M Labuschagne,31,28*,59,149,39.59,7,0,,Indore,1-Mar-23,78.1,34.3,6.9,Partially cloudy,Test,India
M Labuschagne,3,63*,66,233,28.32,7,0,,Ahmedabad,9-Mar-23,80,35,6.9,Clear,Test,India
M Labuschagne,15,-,15,22,68.18,1,0,,Wankhede,17-Mar-23,N/A,N/A,N/A,N/A,ODI,India
M Labuschagne,DNB,-,-,-,-,-,-,,Visakhapatnam,19-Mar-23,75,81.6,10.3,"Rain, Partially cloudy",ODI,India
M Labuschagne,28,-,28,45,62.22,1,1,,Chennai,22-Mar-23,85.8,80.3,14.2,Partially cloudy,ODI,India
M Labuschagne,26,41,67,188,35.63,7,0,,The Oval,7-Jun-23,52.2,87.7,6.7,"Rain, Overcast",Test,India
M Labuschagne,0,13,13,16,81.25,3,0,,Birmingham,16-Jun-23,68.2,54.4,9.4,Clear,Test,England
M Labuschagne,47,30,77,144,53.47,12,0,,Lord's,28-Jun-23,39.3,80.7,13.7,"Rain, Overcast",Test,England
M Labuschagne,21,33,54,135,40,9,0,,Leeds,6-Jul-23,59.8,66.7,13.4,Partially cloudy,Test,England
M Labuschagne,51,111,162,288,56.25,16,2,,Manchester,19-Jul-23,60.3,80.7,12.1,"Rain, Partially cloudy",Test,England
M Labuschagne,9,13,22,115,19.13,2,0,,The Oval,27-Jul-23,55.6,83.5,10.3,"Rain, Partially cloudy",Test,England
M Labuschagne,80*,-,80,93,86.02,8,0,,Bloemfontein,7-Sep-23,52.3,33.1,2.5,Clear,ODI,South Africa
M Labuschagne,124,-,124,99,125.25,19,1,,Bloemfontein,9-Sep-23,64.2,28.7,8.7,Clear,ODI,South Africa
M Labuschagne,15,-,15,16,93.75,1,1,,Potchefstroom,12-Sep-23,50.4,52.3,15.4,Clear,ODI,South Africa
M Labuschagne,20,-,20,22,90.9,3,0,,Centurion,15-Sep-23,55.8,69.8,11,Partially cloudy,ODI,South Africa
M Labuschagne,44,-,44,63,69.84,3,0,,Johannesburg,17-Sep-23,63.8,22.6,10,Clear,ODI,South Africa
M Labuschagne,39,-,39,49,79.59,3,0,,Mohali,22-Sep-23,83.6,67,8.7,"Rain, Partially cloudy",ODI,India
M Labuschagne,27,-,27,31,87.09,4,0,,Indore,24-Sep-23,79.1,82.9,8.1,Partially cloudy,ODI,India
M Labuschagne,72,-,72,58,124.13,9,0,,Rajkot,27-Sep-23,85,66.8,10.5,"Rain, Partially cloudy",ODI,India
M Labuschagne,27,-,27,41,65.85,1,0,,Chennai,8-Oct-23,84.8,86.2,8.7,Partially cloudy,ODI,India
M Labuschagne,46,-,46,74,62.16,3,0,,Lucknow,12-Oct-23,81.3,58.3,9.2,Clear,ODI,South Africa
M Labuschagne,40,-,40,60,66.66,2,0,,Lucknow,16-Oct-23,79.2,72,15,Partially cloudy,ODI,Sri Lanka
M Labuschagne,8,-,8,12,66.66,1,0,,Bengaluru,20-Oct-23,77.2,70.1,10.2,"Rain, Partially cloudy",ODI,Pakistan
M Labuschagne,62,-,62,47,131.91,7,2,,Delhi,25-Oct-23,75.4,57.9,8.1,Clear,ODI,Netherlands
M Labuschagne,18,-,18,26,69.23,2,0,,Dharamsala,28-Oct-23,74.8,70.8,6.9,Clear,ODI,New Zealand
M Labuschagne,71,-,71,83,85.54,7,0,,Ahmedabad,4-Nov-23,80.4,51.7,6.9,Partially cloudy,ODI,England
GJ Maxwell,2,-,2,6,33.33,0,0,,Sharjah,25-Aug-12,94.9,47.6,15.6,Partially cloudy,ODI,Afghanistan
GJ Maxwell,38,-,38,38,100,2,1,,Sharjah,28-Aug-12,95,61.5,13.4,Clear,ODI,Pakistan
GJ Maxwell,28,-,28,27,103.7,0,2,,Abu Dhabi,31-Aug-12,96.8,58.9,14,Partially cloudy,ODI,Pakistan
GJ Maxwell,56*,-,56,38,147.36,4,3,,Sharjah,3-Sep-12,95.6,60.5,13.3,Clear,ODI,Pakistan
GJ Maxwell,4,-,4,7,57.14,0,0,,Dubai (DSC),5-Sep-12,N/A,N/A,N/A,N/A,T20I,Pakistan
GJ Maxwell,27,-,27,20,135,3,1,,Dubai (DSC),10-Sep-12,N/A,N/A,N/A,N/A,T20I,Pakistan
GJ Maxwell,DNB,-,-,-,-,-,-,,Colombo (RPS),19-Sep-12,64,80.6,20.8,"Rain, Partially cloudy",T20I,Ireland
GJ Maxwell,DNB,-,-,-,-,-,-,,Colombo (RPS),22-Sep-12,55.4,69.6,4.3,Clear,T20I,West Indies
GJ Maxwell,4*,-,4,6,66.66,0,0,,Colombo (RPS),28-Sep-12,58,71,11.4,Partially cloudy,T20I,India
GJ Maxwell,DNB,-,-,-,-,-,-,,Colombo (RPS),30-Sep-12,66.6,79.9,4.5,"Rain, Partially cloudy",T20I,South Africa
GJ Maxwell,4,-,4,5,80,0,0,,Colombo (RPS),2-Oct-12,67.7,91.3,13.9,"Rain, Partially cloudy",T20I,Pakistan
GJ Maxwell,5,-,5,6,83.33,1,0,,Melbourne,11-Jan-13,76.4,44.4,25.1,Partially cloudy,ODI,Sri Lanka
GJ Maxwell,8,-,8,18,44.44,0,0,,Adelaide,13-Jan-13,63.2,69.3,17.2,"Rain, Partially cloudy",ODI,Sri Lanka
GJ Maxwell,9,-,9,9,100,1,0,,Hobart,23-Jan-13,57.9,57.3,19.5,Partially cloudy,ODI,Sri Lanka
GJ Maxwell,DNB,-,-,-,-,-,-,,Sydney,26-Jan-13,79.3,71.7,28.2,Partially cloudy,T20I,Sri Lanka
GJ Maxwell,8*,-,8,3,266.66,2,0,,Melbourne,28-Jan-13,64.7,71.2,18.7,"Rain, Partially cloudy",T20I,Sri Lanka
GJ Maxwell,51*,-,51,35,145.71,9,2,,Perth,1-Feb-13,79.3,32.1,23,Clear,ODI,West Indies
GJ Maxwell,0,-,0,1,0,0,0,,Perth,3-Feb-13,79.9,42.1,18.6,Clear,ODI,West Indies
GJ Maxwell,4,-,4,3,133.33,0,0,,Canberra,6-Feb-13,71.4,55.4,10.3,Partially cloudy,ODI,West Indies
GJ Maxwell,1*,-,1,2,50,0,0,,Sydney,8-Feb-13,76.5,59.8,24.9,Clear,ODI,West Indies
GJ Maxwell,13,8,21,44,47.72,3,0,,Hyderabad,2-Mar-13,80.9,27.6,12.8,Clear,Test,India
GJ Maxwell,10,8,18,30,60,2,1,,Delhi,22-Mar-13,76.7,51.4,13,Partially cloudy,Test,India
GJ Maxwell,29*,-,29,22,131.81,1,2,,Birmingham,12-Jun-13,59,85.1,15.8,"Rain, Partially cloudy",ODI,New Zealand
GJ Maxwell,32,-,32,20,160,5,1,,The Oval,17-Jun-13,54.9,77.7,12.3,"Rain, Partially cloudy",ODI,Sri Lanka
GJ Maxwell,1,-,1,3,33.33,0,0,,Southampton,29-Aug-13,63.1,76.8,12.7,Partially cloudy,T20I,England
GJ Maxwell,27,-,27,16,168.75,2,1,,Chester-le-Street,31-Aug-13,53.1,69,17.2,Partially cloudy,T20I,England
GJ Maxwell,27,-,27,13,207.69,0,4,,Rajkot,10-Oct-13,78.8,86.8,9.2,"Rain, Partially cloudy",T20I,India
GJ Maxwell,31,-,31,23,134.78,1,3,,Pune,13-Oct-13,74.8,86.3,10.7,"Rain, Partially cloudy",ODI,India
GJ Maxwell,53,-,53,32,165.62,7,1,,Jaipur,16-Oct-13,78.1,63.2,8.5,Clear,ODI,India
GJ Maxwell,3,-,3,3,100,0,0,,Mohali,19-Oct-13,75.3,59.9,9.2,Clear,ODI,India
GJ Maxwell,92,-,92,77,119.48,6,5,,Ranchi,23-Oct-13,72.5,92.1,10.3,"Rain, Partially cloudy",ODI,India
GJ Maxwell,9,-,9,6,150,2,0,,Nagpur,30-Oct-13,73.8,64.5,3.8,Clear,ODI,India
GJ Maxwell,60,-,60,22,272.72,3,7,,Bengaluru,2-Nov-13,75.6,76.1,10.3,"Rain, Partially cloudy",ODI,India
GJ Maxwell,8*,-,8,12,66.66,0,0,,Melbourne,12-Jan-14,64.8,69.2,13.8,Partially cloudy,ODI,England
